"Country","Month","Total Passengers"
"Canada","1/11/2006","1610078"
"Taiwan","1/11/2006","186990"
"Switzerland","1/11/2006","103572"
"Belgium","1/11/2006","54124"
"Argentina","1/11/2006","93746"
"New Zealand","1/11/2006","60078"
"Netherlands","1/11/2006","333734"
"Australia","1/11/2006","131019"
"Haiti","1/11/2006","41295"
"El Salvador","1/11/2006","94626"
"Trinidad and Tobago","1/11/2006","37015"
"Israel","1/11/2006","94350"
"Philippines","1/11/2006","58205"
"Germany","1/11/2006","631409"
"Peru","1/11/2006","80774"
"Jamaica","1/11/2006","213821"
"Ecuador","1/11/2006","62103"
"Colombia","1/11/2006","115970"
"Atlantic Ocean","1/11/2006","57426"
"Antilles","1/11/2006","71074"
"Honduras","1/11/2006","41814"
"United Arab Emirates","1/11/2006","33543"
"Brazil","1/11/2006","170969"
"Italy","1/11/2006","167074"
"Mexico","1/11/2006","1421413"
"Guatemala","1/11/2006","90465"
"Belgium","1/10/2006","59138"
"Dominican Republic","1/10/2006","239369"
"Haiti","1/10/2006","41423"
"Honduras","1/10/2006","37737"
"Chile","1/10/2006","35862"
"Germany","1/10/2006","780729"
"Aruba","1/10/2006","80484"
"Panama","1/10/2006","67152"
"Israel","1/10/2006","109486"
"Antilles","1/10/2006","49291"
"Peru","1/10/2006","85325"
"Canada","1/10/2006","1701165"
"Guatemala","1/10/2006","71835"
"United Kingdom","1/10/2006","1383319"
"Mexico","1/10/2006","1195648"
"Hong Kong","1/10/2006","173074"
"Cayman Islands","1/10/2006","34284"
"China","1/10/2006","164134"
"Ireland","1/10/2006","179947"
"Turkey","1/10/2006","27441"
"Jamaica","1/10/2006","169964"
"Venezuela","1/10/2006","84970"
"El Salvador","1/10/2006","74109"
"Colombia","1/10/2006","107183"
"Switzerland","1/10/2006","125474"
"Taiwan","1/10/2006","176658"
"New Zealand","1/10/2006","64575"
"Philippines","1/10/2006","59296"
"Brazil","1/10/2006","173488"
"Japan","1/10/2006","1037313"
"Netherlands","1/10/2006","401705"
"Bahamas","1/10/2006","183068"
"Argentina","1/10/2006","88101"
"United Arab Emirates","1/10/2006","23455"
"Spain","1/10/2006","164015"
"Trinidad and Tobago","1/10/2006","38073"
"Iceland","1/10/2006","35736"
"Costa Rica","1/10/2006","90369"
"South Korea","1/10/2006","248872"
"France","1/10/2006","548551"
"Australia","1/10/2006","137364"
"Atlantic Ocean","1/10/2006","63131"
"Russia","1/10/2006","33425"
"Ecuador","1/10/2006","55725"
"Denmark","1/10/2006","66227"
"Italy","1/10/2006","264024"
"Switzerland","1/9/2006","130410"
"France","1/9/2006","573898"
"Russia","1/9/2006","39678"
"Philippines","1/9/2006","51344"
"Panama","1/9/2006","65928"
"Hong Kong","1/9/2006","157868"
"Guatemala","1/9/2006","63119"
"Costa Rica","1/9/2006","85533"
"Atlantic Ocean","1/9/2006","51411"
"Iceland","1/9/2006","41182"
"Mexico","1/9/2006","1008254"
"Aruba","1/9/2006","63963"
"United Arab Emirates","1/9/2006","25623"
"Venezuela","1/9/2006","97162"
"Peru","1/9/2006","83470"
"Brazil","1/9/2006","171106"
"Antilles","1/9/2006","39743"
"South Korea","1/9/2006","244651"
"Italy","1/9/2006","286475"
"Honduras","1/9/2006","38931"
"Chile","1/9/2006","37560"
"Taiwan","1/9/2006","171667"
"United Kingdom","1/9/2006","1963078"
"Bahamas","1/9/2006","145374"
"New Zealand","1/9/2006","79852"
"Germany","1/9/2006","818775"
"Ecuador","1/9/2006","60272"
"Japan","1/9/2006","1032636"
"Spain","1/9/2006","168973"
"Belgium","1/9/2006","64486"
"Jamaica","1/9/2006","162135"
"Canada","1/9/2006","1721360"
"Israel","1/9/2006","89749"
"Australia","1/9/2006","139277"
"China","1/9/2006","157430"
"Ireland","1/9/2006","186879"
"Haiti","1/9/2006","48261"
"El Salvador","1/9/2006","72396"
"Trinidad and Tobago","1/9/2006","40925"
"Argentina","1/9/2006","76500"
"Turkey","1/9/2006","31542"
"Colombia","1/9/2006","105848"
"Denmark","1/9/2006","70499"
"Netherlands","1/9/2006","408242"
"Cayman Islands","1/9/2006","29944"
"Dominican Republic","1/9/2006","248938"
"Trinidad and Tobago","1/8/2006","58837"
"Honduras","1/8/2006","60759"
"Japan","1/8/2006","1167741"
"Denmark","1/8/2006","75179"
"Hong Kong","1/8/2006","182266"
"Germany","1/8/2006","873364"
"Mexico","1/8/2006","1600451"
"Peru","1/8/2006","101564"
"Iceland","1/8/2006","54369"
"United Arab Emirates","1/8/2006","28668"
"Aruba","1/8/2006","89200"
"Philippines","1/8/2006","63378"
"Cayman Islands","1/8/2006","52756"
"Spain","1/8/2006","186372"
"Switzerland","1/8/2006","138728"
"Guatemala","1/8/2006","91691"
"China","1/8/2006","172555"
"Italy","1/8/2006","307911"
"Antilles","1/8/2006","67151"
"Netherlands","1/8/2006","423864"
"Colombia","1/8/2006","152621"
"Costa Rica","1/8/2006","138063"
"Brazil","1/8/2006","197044"
"South Korea","1/8/2006","319827"
"Israel","1/8/2006","121227"
"Canada","1/8/2006","2058638"
"France","1/8/2006","615307"
"Taiwan","1/8/2006","212197"
"Australia","1/8/2006","137533"
"New Zealand","1/8/2006","63894"
"United Kingdom","1/8/2006","1553235"
"Ecuador","1/8/2006","81837"
"Dominican Republic","1/8/2006","428141"
"El Salvador","1/8/2006","120235"
"Venezuela","1/8/2006","105922"
"Atlantic Ocean","1/8/2006","93244"
"Russia","1/8/2006","45674"
"Haiti","1/8/2006","67098"
"Jamaica","1/8/2006","299814"
"Ireland","1/8/2006","211961"
"Bahamas","1/8/2006","297807"
"Chile","1/8/2006","39212"
"Argentina","1/8/2006","81101"
"Turkey","1/8/2006","34433"
"Belgium","1/8/2006","67230"
"Panama","1/8/2006","91224"
"Trinidad and Tobago","1/7/2006","53024"
"France","1/7/2006","650429"
"Russia","1/7/2006","47572"
"Cayman Islands","1/7/2006","57424"
"Germany","1/7/2006","923208"
"Canada","1/7/2006","1979634"
"Mexico","1/7/2006","1839244"
"Hong Kong","1/7/2006","191382"
"Argentina","1/7/2006","83869"
"United Arab Emirates","1/7/2006","29386"
"Jamaica","1/7/2006","327681"
"Iceland","1/7/2006","53691"
"China","1/7/2006","175879"
"Philippines","1/7/2006","72292"
"Haiti","1/7/2006","69412"
"Panama","1/7/2006","101627"
"Aruba","1/7/2006","94757"
"Ireland","1/7/2006","222710"
"Denmark","1/7/2006","79868"
"Venezuela","1/7/2006","95049"
"Guatemala","1/7/2006","103687"
"Australia","1/7/2006","154484"
"South Korea","1/7/2006","292770"
"Costa Rica","1/7/2006","156682"
"Antilles","1/7/2006","84924"
"Brazil","1/7/2006","223433"
"Turkey","1/7/2006","35031"
"Taiwan","1/7/2006","216126"
"Atlantic Ocean","1/7/2006","88133"
"Switzerland","1/7/2006","140217"
"Bahamas","1/7/2006","326437"
"Israel","1/7/2006","123341"
"Chile","1/7/2006","43502"
"United Kingdom","1/7/2006","1707493"
"Spain","1/7/2006","190636"
"Peru","1/7/2006","105906"
"Netherlands","1/7/2006","438288"
"New Zealand","1/7/2006","78558"
"Ecuador","1/7/2006","84829"
"Colombia","1/7/2006","179263"
"Japan","1/7/2006","1134276"
"El Salvador","1/7/2006","130779"
"Belgium","1/7/2006","69042"
"Honduras","1/7/2006","76695"
"Italy","1/7/2006","329685"
"Dominican Republic","1/7/2006","466464"
"Dominican Republic","1/6/2006","368421"
"Haiti","1/6/2006","54878"
"New Zealand","1/6/2006","75961"
"Chile","1/6/2006","35705"
"Denmark","1/6/2006","77541"
"Guatemala","1/6/2006","90979"
"Iceland","1/6/2006","53820"
"Taiwan","1/6/2006","212710"
"Aruba","1/6/2006","78035"
"Netherlands","1/6/2006","426531"
"Panama","1/6/2006","86595"
"Antilles","1/6/2006","66248"
"China","1/6/2006","171368"
"Costa Rica","1/6/2006","142678"
"Russia","1/6/2006","46651"
"France","1/6/2006","643388"
"Honduras","1/6/2006","64585"
"Trinidad and Tobago","1/6/2006","41805"
"Brazil","1/6/2006","189989"
"Turkey","1/6/2006","31567"
"Philippines","1/6/2006","67875"
"Atlantic Ocean","1/6/2006","83120"
"Jamaica","1/6/2006","268714"
"Belgium","1/6/2006","68132"
"Italy","1/6/2006","316048"
"Germany","1/6/2006","881985"
"Japan","1/6/2006","1125322"
"Argentina","1/6/2006","69656"
"Peru","1/6/2006","90194"
"Ireland","1/6/2006","207079"
"Spain","1/6/2006","186030"
"United Arab Emirates","1/6/2006","27498"
"Mexico","1/6/2006","1597850"
"Hong Kong","1/6/2006","187326"
"Venezuela","1/6/2006","77100"
"Australia","1/6/2006","147575"
"Cayman Islands","1/6/2006","52337"
"Bahamas","1/6/2006","295861"
"South Korea","1/6/2006","277732"
"Israel","1/6/2006","128344"
"Colombia","1/6/2006","152567"
"Ecuador","1/6/2006","69462"
"El Salvador","1/6/2006","106464"
"Canada","1/6/2006","1740426"
"United Kingdom","1/6/2006","1680992"
"Switzerland","1/6/2006","140326"
"Venezuela","1/5/2006","70905"
"Denmark","1/5/2006","64305"
"China","1/5/2006","162339"
"United Arab Emirates","1/5/2006","23492"
"Australia","1/5/2006","133504"
"Italy","1/5/2006","253817"
"Argentina","1/5/2006","77877"
"Jamaica","1/5/2006","249357"
"Canada","1/5/2006","1747388"
"Dominican Republic","1/5/2006","316779"
"Ireland","1/5/2006","175195"
"Panama","1/5/2006","72450"
"Switzerland","1/5/2006","130418"
"Trinidad and Tobago","1/5/2006","42083"
"Peru","1/5/2006","85205"
"Guatemala","1/5/2006","76979"
"Atlantic Ocean","1/5/2006","74591"
"South Korea","1/5/2006","267098"
"Turkey","1/5/2006","28035"
"Hong Kong","1/5/2006","182715"
"Germany","1/5/2006","822230"
"Japan","1/5/2006","1071738"
"El Salvador","1/5/2006","93791"
"Chile","1/5/2006","35968"
"Ecuador","1/5/2006","60028"
"Netherlands","1/5/2006","413471"
"Spain","1/5/2006","163679"
"Honduras","1/5/2006","48345"
"France","1/5/2006","579178"
"Cayman Islands","1/5/2006","51292"
"Colombia","1/5/2006","110893"
"Brazil","1/5/2006","177986"
"Belgium","1/5/2006","65540"
"Iceland","1/5/2006","39400"
"New Zealand","1/5/2006","55452"
"Aruba","1/5/2006","78735"
"Mexico","1/5/2006","1488001"
"United Kingdom","1/5/2006","1503856"
"Haiti","1/5/2006","52916"
"Israel","1/5/2006","103171"
"Bahamas","1/5/2006","274504"
"Taiwan","1/5/2006","202402"
"Russia","1/5/2006","37983"
"Costa Rica","1/5/2006","126770"
"Antilles","1/5/2006","68552"
"Philippines","1/5/2006","73140"
"Haiti","1/4/2006","46007"
"Antilles","1/4/2006","95065"
"Israel","1/4/2006","100110"
"Guatemala","1/4/2006","89461"
"Netherlands","1/4/2006","399220"
"Iceland","1/4/2006","34329"
"Taiwan","1/4/2006","190593"
"Philippines","1/4/2006","73285"
"Canada","1/4/2006","1750862"
"China","1/4/2006","145593"
"Honduras","1/4/2006","52402"
"Italy","1/4/2006","206583"
"Mexico","1/4/2006","1721095"
"Costa Rica","1/4/2006","160414"
"Jamaica","1/4/2006","290502"
"Japan","1/4/2006","959427"
"Australia","1/4/2006","138088"
"Venezuela","1/4/2006","74489"
"Colombia","1/4/2006","119101"
"New Zealand","1/4/2006","64710"
"Brazil","1/4/2006","182909"
"South Korea","1/4/2006","233104"
"Chile","1/4/2006","36340"
"Atlantic Ocean","1/4/2006","56559"
"Spain","1/4/2006","139600"
"Ecuador","1/4/2006","60462"
"Argentina","1/4/2006","81885"
"Peru","1/4/2006","84831"
"Trinidad and Tobago","1/4/2006","43866"
"Denmark","1/4/2006","47989"
"Russia","1/4/2006","32919"
"Cayman Islands","1/4/2006","62528"
"Ireland","1/4/2006","149266"
"Germany","1/4/2006","723712"
"Panama","1/4/2006","76446"
"Turkey","1/4/2006","22116"
"United Kingdom","1/4/2006","1503418"
"Hong Kong","1/4/2006","171913"
"Dominican Republic","1/4/2006","369126"
"Aruba","1/4/2006","97147"
"Bahamas","1/4/2006","323330"
"Switzerland","1/4/2006","115613"
"France","1/4/2006","517937"
"United Arab Emirates","1/4/2006","23189"
"El Salvador","1/4/2006","109358"
"Belgium","1/4/2006","63246"
"Dominican Republic","1/3/2006","363609"
"Colombia","1/3/2006","106193"
"Peru","1/3/2006","98865"
"Italy","1/3/2006","182724"
"Taiwan","1/3/2006","195623"
"Argentina","1/3/2006","96036"
"Venezuela","1/3/2006","71301"
"Ecuador","1/3/2006","66481"
"Australia","1/3/2006","137879"
"Aruba","1/3/2006","92479"
"Belgium","1/3/2006","60745"
"Brazil","1/3/2006","204031"
"South Korea","1/3/2006","218718"
"Costa Rica","1/3/2006","198310"
"Antilles","1/3/2006","96580"
"Cayman Islands","1/3/2006","64391"
"Haiti","1/3/2006","44353"
"New Zealand","1/3/2006","89520"
"Turkey","1/3/2006","20302"
"Ireland","1/3/2006","137911"
"Switzerland","1/3/2006","112629"
"Bahamas","1/3/2006","313062"
"Mexico","1/3/2006","1763890"
"China","1/3/2006","129670"
"Guatemala","1/3/2006","86858"
"Chile","1/3/2006","50542"
"Philippines","1/3/2006","62393"
"France","1/3/2006","495326"
"Jamaica","1/3/2006","269774"
"United Arab Emirates","1/3/2006","23040"
"Hong Kong","1/3/2006","176642"
"Russia","1/3/2006","28401"
"Honduras","1/3/2006","53185"
"Iceland","1/3/2006","28885"
"Denmark","1/3/2006","45073"
"Canada","1/3/2006","1938227"
"Atlantic Ocean","1/3/2006","41135"
"Spain","1/3/2006","113324"
"United Kingdom","1/3/2006","1380010"
"Japan","1/3/2006","1142674"
"Germany","1/3/2006","668401"
"Israel","1/3/2006","87507"
"Panama","1/3/2006","84528"
"Netherlands","1/3/2006","361642"
"Trinidad and Tobago","1/3/2006","44171"
"El Salvador","1/3/2006","101384"
"Antilles","1/2/2006","83425"
"Brazil","1/2/2006","179933"
"Taiwan","1/2/2006","167429"
"Hong Kong","1/2/2006","150915"
"Venezuela","1/2/2006","59781"
"Panama","1/2/2006","74099"
"Italy","1/2/2006","115687"
"Bahamas","1/2/2006","243282"
"Cayman Islands","1/2/2006","50595"
"South Korea","1/2/2006","199929"
"Jamaica","1/2/2006","208536"
"Trinidad and Tobago","1/2/2006","36474"
"Japan","1/2/2006","951975"
"Belgium","1/2/2006","43054"
"Costa Rica","1/2/2006","170739"
"Iceland","1/2/2006","18935"
"Aruba","1/2/2006","77433"
"Chile","1/2/2006","51183"
"El Salvador","1/2/2006","84059"
"United Kingdom","1/2/2006","1037831"
"Spain","1/2/2006","79599"
"Honduras","1/2/2006","43453"
"Mexico","1/2/2006","1424723"
"Colombia","1/2/2006","91733"
"Peru","1/2/2006","85195"
"Australia","1/2/2006","121987"
"China","1/2/2006","97277"
"Philippines","1/2/2006","54755"
"Israel","1/2/2006","67231"
"Germany","1/2/2006","478919"
"New Zealand","1/2/2006","76745"
"Switzerland","1/2/2006","83234"
"Russia","1/2/2006","21787"
"Denmark","1/2/2006","35212"
"Ireland","1/2/2006","104480"
"France","1/2/2006","361923"
"Atlantic Ocean","1/2/2006","31502"
"Canada","1/2/2006","1639109"
"Guatemala","1/2/2006","70955"
"Turkey","1/2/2006","14405"
"Ecuador","1/2/2006","54521"
"Haiti","1/2/2006","26538"
"Argentina","1/2/2006","85086"
"Dominican Republic","1/2/2006","301271"
"Netherlands","1/2/2006","270219"
"United Arab Emirates","1/2/2006","20169"
"Israel","1/1/2006","88090"
"Taiwan","1/1/2006","212070"
"El Salvador","1/1/2006","117067"
"Italy","1/1/2006","136075"
"United Arab Emirates","1/1/2006","24763"
"Dominican Republic","1/1/2006","356000"
"Panama","1/1/2006","88229"
"Belgium","1/1/2006","52516"
"Antilles","1/1/2006","83009"
"Colombia","1/1/2006","156176"
"Cayman Islands","1/1/2006","47810"
"New Zealand","1/1/2006","81798"
"Canada","1/1/2006","1680538"
"Trinidad and Tobago","1/1/2006","37607"
"Hong Kong","1/1/2006","180798"
"Russia","1/1/2006","28973"
"Haiti","1/1/2006","43955"
"Chile","1/1/2006","62168"
"Honduras","1/1/2006","54791"
"Japan","1/1/2006","1106337"
"Mexico","1/1/2006","1570389"
"China","1/1/2006","122607"
"France","1/1/2006","447290"
"Netherlands","1/1/2006","325147"
"Argentina","1/1/2006","90760"
"Aruba","1/1/2006","80969"
"Iceland","1/1/2006","23941"
"Philippines","1/1/2006","73472"
"United Kingdom","1/1/2006","1199227"
"Spain","1/1/2006","91719"
"Guatemala","1/1/2006","92372"
"Ireland","1/1/2006","110212"
"Turkey","1/1/2006","22031"
"South Korea","1/1/2006","248138"
"Peru","1/1/2006","100086"
"Venezuela","1/1/2006","94123"
"Ecuador","1/1/2006","61955"
"Germany","1/1/2006","583737"
"Costa Rica","1/1/2006","194856"
"Atlantic Ocean","1/1/2006","31127"
"Jamaica","1/1/2006","243712"
"Switzerland","1/1/2006","100004"
"Bahamas","1/1/2006","229531"
"Denmark","1/1/2006","40584"
"Australia","1/1/2006","159805"
"Brazil","1/1/2006","242192"
"Ecuador","1/12/2005","60024"
"Taiwan","1/12/2005","198617"
"Italy","1/12/2005","148309"
"Turkey","1/12/2005","20726"
"Aruba","1/12/2005","74785"
"Netherlands","1/12/2005","338794"
"Costa Rica","1/12/2005","164983"
"Philippines","1/12/2005","65770"
"Spain","1/12/2005","105646"
"Cayman Islands","1/12/2005","46592"
"Haiti","1/12/2005","48339"
"Canada","1/12/2005","1618424"
"New Zealand","1/12/2005","88796"
"Australia","1/12/2005","146818"
"Denmark","1/12/2005","41057"
"Germany","1/12/2005","619473"
"Antilles","1/12/2005","79756"
"Jamaica","1/12/2005","272053"
"Japan","1/12/2005","1075035"
"Israel","1/12/2005","76569"
"Ireland","1/12/2005","127692"
"United Kingdom","1/12/2005","1326688"
"Bahamas","1/12/2005","268511"
"Trinidad and Tobago","1/12/2005","40685"
"Guatemala","1/12/2005","97687"
"France","1/12/2005","471777"
"Panama","1/12/2005","88752"
"Hong Kong","1/12/2005","174057"
"China","1/12/2005","121516"
"Chile","1/12/2005","52489"
"Atlantic Ocean","1/12/2005","41058"
"Dominican Republic","1/12/2005","331278"
"Belgium","1/12/2005","57827"
"South Korea","1/12/2005","227909"
"Mexico","1/12/2005","1556617"
"Argentina","1/12/2005","80594"
"Russia","1/12/2005","30537"
"Brazil","1/12/2005","216409"
"Peru","1/12/2005","93989"
"United Arab Emirates","1/12/2005","20160"
"Iceland","1/12/2005","28386"
"Colombia","1/12/2005","155337"
"Switzerland","1/12/2005","106004"
"Venezuela","1/12/2005","107980"
"El Salvador","1/12/2005","126425"
"Honduras","1/12/2005","53588"
"Argentina","1/11/2005","69475"
"Peru","1/11/2005","78911"
"Guatemala","1/11/2005","87323"
"Venezuela","1/11/2005","83752"
"Antilles","1/11/2005","67676"
"Costa Rica","1/11/2005","125660"
"Brazil","1/11/2005","166600"
"El Salvador","1/11/2005","96826"
"Germany","1/11/2005","592873"
"Bahamas","1/11/2005","243985"
"United Arab Emirates","1/11/2005","15200"
"New Zealand","1/11/2005","63896"
"Iceland","1/11/2005","30048"
"Jamaica","1/11/2005","221346"
"Australia","1/11/2005","126015"
"Atlantic Ocean","1/11/2005","52320"
"Belgium","1/11/2005","54006"
"Dominican Republic","1/11/2005","255170"
"Turkey","1/11/2005","21621"
"Aruba","1/11/2005","81180"
"Colombia","1/11/2005","101653"
"Panama","1/11/2005","67948"
"Cayman Islands","1/11/2005","36625"
"Italy","1/11/2005","154080"
"Hong Kong","1/11/2005","162242"
"Philippines","1/11/2005","55112"
"France","1/11/2005","453461"
"Spain","1/11/2005","102667"
"Japan","1/11/2005","1035117"
"Trinidad and Tobago","1/11/2005","31460"
"Netherlands","1/11/2005","338962"
"Switzerland","1/11/2005","97220"
"Ireland","1/11/2005","142387"
"China","1/11/2005","124962"
"Denmark","1/11/2005","39949"
"Israel","1/11/2005","80410"
"Mexico","1/11/2005","1182290"
"Haiti","1/11/2005","34168"
"Russia","1/11/2005","27211"
"South Korea","1/11/2005","209038"
"Honduras","1/11/2005","39215"
"Canada","1/11/2005","1500925"
"Ecuador","1/11/2005","49798"
"Taiwan","1/11/2005","184985"
"United Kingdom","1/11/2005","1331838"
"Chile","1/11/2005","36795"
"Brazil","1/10/2005","174915"
"Ireland","1/10/2005","174514"
"Colombia","1/10/2005","94947"
"Ecuador","1/10/2005","45596"
"Haiti","1/10/2005","36137"
"Costa Rica","1/10/2005","97083"
"Atlantic Ocean","1/10/2005","56486"
"Trinidad and Tobago","1/10/2005","31997"
"Iceland","1/10/2005","38659"
"Turkey","1/10/2005","23980"
"Aruba","1/10/2005","83577"
"Belgium","1/10/2005","60242"
"Switzerland","1/10/2005","118666"
"Peru","1/10/2005","81750"
"Russia","1/10/2005","32318"
"Antilles","1/10/2005","52780"
"Mexico","1/10/2005","1177469"
"Taiwan","1/10/2005","182832"
"Germany","1/10/2005","762619"
"Australia","1/10/2005","129114"
"Cayman Islands","1/10/2005","24916"
"France","1/10/2005","548654"
"Jamaica","1/10/2005","154603"
"South Korea","1/10/2005","221320"
"Dominican Republic","1/10/2005","220473"
"Bahamas","1/10/2005","181944"
"Spain","1/10/2005","143727"
"United Kingdom","1/10/2005","1408826"
"Panama","1/10/2005","56785"
"Philippines","1/10/2005","58701"
"El Salvador","1/10/2005","77503"
"Chile","1/10/2005","32868"
"Venezuela","1/10/2005","75068"
"Guatemala","1/10/2005","71626"
"Netherlands","1/10/2005","395853"
"New Zealand","1/10/2005","61582"
"Denmark","1/10/2005","51746"
"Japan","1/10/2005","1105983"
"China","1/10/2005","144468"
"Israel","1/10/2005","73689"
"Canada","1/10/2005","1616877"
"Italy","1/10/2005","232347"
"United Arab Emirates","1/10/2005","13567"
"Honduras","1/10/2005","32756"
"Hong Kong","1/10/2005","168712"
"Argentina","1/10/2005","70146"
"Colombia","1/9/2005","96915"
"Aruba","1/9/2005","60547"
"Taiwan","1/9/2005","175656"
"Philippines","1/9/2005","50725"
"Brazil","1/9/2005","167535"
"Australia","1/9/2005","129836"
"Netherlands","1/9/2005","418393"
"Antilles","1/9/2005","36408"
"Haiti","1/9/2005","42254"
